Algo	Type	runs	id	iterations	Found	time											
AVM	Break 	34	23	1	 true 	0.389											
AVM	Break 	35	23	1	 true 	0.098											
AVM	Break 	36	23	1	 true 	0.796											
AVM	Break 	37	23	1	 true 	0.382											
AVM	Break 	38	23	1	 true 	0.121											
AVM	Break 	39	23	1	 true 	0.172											
AVM	Break 	40	23	1	 true 	0.314											
AVM	Break 	41	23	1	 true 	0.838											
AVM	Break 	42	23	1	 true 	0.527											
AVM	Break 	43	23	1	 true 	0.415											
AVM	Break 	44	23	1	 true 	0.189											
AVM	Break 	45	23	1	 true 	0.615											
AVM	Break 	46	23	1	 true 	0.082											
AVM	Break 	47	23	1	 true 	0.627											
AVM	Break 	48	23	1	 true 	0.865											
AVM	Break 	49	23	1	 true 	0.479											
AVM	Break 	50	23	1	 true 	0.236											
AVM	Break 	51	23	1	 true 	0.662											
AVM	Break 	52	23	1	 true 	0.288											
AVM	Break 	53	23	1	 true 	0.154											
AVM	Break 	54	23	1	 true 	0.801											
AVM	Break 	55	23	1	 true 	0.870											
AVM	Break 	56	23	1	 true 	0.484											
AVM	Break 	57	23	1	 true 	0.467											
AVM	Break 	58	23	1	 true 	0.366											
AVM	Break 	59	23	1	 true 	0.107											
AVM	Break 	60	23	1	 true 	0.608											
AVM	Break 	61	23	1	 true 	0.760											
AVM	Break 	62	23	1	 true 	0.139											
AVM	Break 	63	23	1	 true 	0.123											
AVM	Break 	64	23	1	 true 	0.781											
AVM	Break 	65	23	1	 true 	0.317											
AVM	Break 	66	23	1	 true 	0.115											
AVM	Break 	67	23	1	 true 	0.207											
AVM	Break 	68	23	1	 true 	0.296											
AVM	Break 	69	23	1	 true 	0.391											
AVM	Break 	70	23	1	 true 	0.851											
AVM	Break 	71	23	1	 true 	0.607											
AVM	Break 	72	23	1	 true 	0.432											
AVM	Break 	73	23	1	 true 	0.256											
AVM	Break 	74	23	1	 true 	0.403											
AVM	Break 	75	23	1	 true 	0.564											
AVM	Break 	76	23	1	 true 	0.843											
AVM	Break 	77	23	1	 true 	0.437											
AVM	Break 	78	23	1	 true 	0.616											
AVM	Break 	79	23	1	 true 	0.590											
AVM	Break 	80	23	1	 true 	0.581											
AVM	Break 	81	23	1	 true 	0.244											
AVM	Break 	82	23	1	 true 	0.245											
AVM	Break 	83	23	1	 true 	0.608											
AVM	Break 	84	23	1	 true 	0.487											
AVM	Break 	85	23	1	 true 	0.132											
AVM	Break 	86	23	1	 true 	0.837											
AVM	Break 	87	23	1	 true 	0.702											
AVM	Break 	88	23	1	 true 	0.261											
AVM	Break 	89	23	1	 true 	0.839											
AVM	Break 	90	23	1	 true 	0.299											
AVM	Break 	91	23	1	 true 	0.216											
AVM	Break 	92	23	1	 true 	0.378											
AVM	Break 	93	23	1	 true 	0.084											
AVM	Break 	94	23	1	 true 	0.848											
AVM	Break 	95	23	1	 true 	0.693											
AVM	Break 	96	23	1	 true 	0.151											
AVM	Break 	97	23	1	 true 	0.677											
AVM	Break 	98	23	1	 true 	0.109											
AVM	Break 	99	23	1	 true 	0.320											
AVM	Break 	0	24	1	 true 	0.989											
AVM	Break 	1	24	1	 true 	1.013											
AVM	Break 	2	24	1	 true 	1.424											
AVM	Break 	3	24	1	 true 	1.158											
AVM	Break 	4	24	1	 true 	1.284											
AVM	Break 	5	24	1	 true 	0.990											
AVM	Break 	6	24	1	 true 	1.085											
AVM	Break 	7	24	1	 true 	1.111											
AVM	Break 	8	24	1	 true 	1.502											
AVM	Break 	9	24	1	 true 	1.620											
AVM	Break 	10	24	1	 true 	1.068											
AVM	Break 	11	24	1	 true 	1.489											
AVM	Break 	12	24	1	 true 	0.895											
AVM	Break 	13	24	1	 true 	1.424											
AVM	Break 	14	24	1	 true 	1.130											
AVM	Break 	15	24	1	 true 	1.473											
AVM	Break 	16	24	1	 true 	0.880											
AVM	Break 	17	24	1	 true 	1.418											
AVM	Break 	18	24	1	 true 	0.908											
AVM	Break 	19	24	1	 true 	1.580											
AVM	Break 	20	24	1	 true 	0.999											
AVM	Break 	21	24	1	 true 	1.566											
AVM	Break 	22	24	1	 true 	1.084											
AVM	Break 	23	24	1	 true 	1.111											
AVM	Break 	24	24	1	 true 	1.163											
AVM	Break 	25	24	1	 true 	1.144											
AVM	Break 	26	24	1	 true 	1.636											
AVM	Break 	27	24	1	 true 	0.953											
AVM	Break 	28	24	1	 true 	1.284											
AVM	Break 	29	24	1	 true 	1.413											
AVM	Break 	30	24	1	 true 	1.021											
AVM	Break 	31	24	1	 true 	1.496											
AVM	Break 	32	24	1	 true 	1.426											
AVM	Break 	33	24	1	 true 	1.019											
AVM	Break 	34	24	1	 true 	0.978											
AVM	Break 	35	24	1	 true 	0.938											
AVM	Break 	36	24	1	 true 	1.603											
AVM	Break 	37	24	1	 true 	1.127											
AVM	Break 	38	24	1	 true 	0.998											
AVM	Break 	39	24	1	 true 	0.884											
AVM	Break 	40	24	1	 true 	0.995											
AVM	Break 	41	24	1	 true 	1.663											
AVM	Break 	42	24	1	 true 	1.333											
AVM	Break 	43	24	1	 true 	1.456											
AVM	Break 	44	24	1	 true 	1.294											
AVM	Break 	45	24	1	 true 	0.942											
AVM	Break 	46	24	1	 true 	1.075											
AVM	Break 	47	24	1	 true 	1.064											
AVM	Break 	48	24	1	 true 	1.222											
AVM	Break 	49	24	1	 true 	1.064											
AVM	Break 	50	24	1	 true 	1.460											
AVM	Break 	51	24	1	 true 	1.261											
AVM	Break 	52	24	1	 true 	1.434											
AVM	Break 	53	24	1	 true 	1.405											
AVM	Break 	54	24	1	 true 	1.575											
AVM	Break 	55	24	1	 true 	1.623											
AVM	Break 	56	24	1	 true 	1.575											
AVM	Break 	57	24	1	 true 	0.914											
AVM	Break 	58	24	1	 true 	1.568											
AVM	Break 	59	24	1	 true 	0.978											
AVM	Break 	60	24	1	 true 	1.614											
AVM	Break 	61	24	1	 true 	1.566											
AVM	Break 	62	24	1	 true 	1.482											
AVM	Break 	63	24	1	 true 	1.209											
AVM	Break 	64	24	1	 true 	0.894											
AVM	Break 	65	24	1	 true 	1.138											
AVM	Break 	66	24	1	 true 	0.949											
AVM	Break 	67	24	1	 true 	1.307											
AVM	Break 	68	24	1	 true 	1.248											
AVM	Break 	69	24	1	 true 	1.020											
AVM	Break 	70	24	1	 true 	1.393											
AVM	Break 	71	24	1	 true 	1.595											
AVM	Break 	72	24	1	 true 	1.449											
AVM	Break 	73	24	1	 true 	1.507											
AVM	Break 	74	24	1	 true 	1.126											
AVM	Break 	75	24	1	 true 	1.408											
AVM	Break 	76	24	1	 true 	1.250											
AVM	Break 	77	24	1	 true 	1.283											
AVM	Break 	78	24	1	 true 	1.527											
AVM	Break 	79	24	1	 true 	0.977											
AVM	Break 	80	24	1	 true 	1.668											
AVM	Break 	81	24	1	 true 	1.334											
AVM	Break 	82	24	1	 true 	1.257											
AVM	Break 	83	24	1	 true 	0.877											
AVM	Break 	84	24	1	 true 	1.512											
AVM	Break 	85	24	1	 true 	1.613											
AVM	Break 	86	24	1	 true 	0.944											
AVM	Break 	87	24	1	 true 	1.410											
AVM	Break 	88	24	1	 true 	0.972											
AVM	Break 	89	24	1	 true 	1.202											
AVM	Break 	90	24	1	 true 	1.447											
AVM	Break 	91	24	1	 true 	1.082											
AVM	Break 	92	24	1	 true 	1.374											
AVM	Break 	93	24	1	 true 	1.316											
AVM	Break 	94	24	1	 true 	0.962											
AVM	Break 	95	24	1	 true 	1.654											
AVM	Break 	96	24	1	 true 	1.512											
AVM	Break 	97	24	1	 true 	1.366											
AVM	Break 	98	24	1	 true 	0.999											
AVM	Break 	99	24	1	 true 	1.421											
AVM	Break 	0	25	1	 true 	0.636											
AVM	Break 	1	25	1	 true 	0.397											
AVM	Break 	2	25	1	 true 	0.210											
AVM	Break 	3	25	1	 true 	0.163											
AVM	Break 	4	25	1	 true 	0.735											
AVM	Break 	5	25	1	 true 	0.597											
AVM	Break 	6	25	1	 true 	0.298											
AVM	Break 	7	25	1	 true 	0.536											
AVM	Break 	8	25	1	 true 	0.287											
AVM	Break 	9	25	1	 true 	0.171											
AVM	Break 	10	25	1	 true 	0.608											
AVM	Break 	11	25	1	 true 	0.573											
AVM	Break 	12	25	1	 true 	0.748											
AVM	Break 	13	25	1	 true 	0.366											
AVM	Break 	14	25	1	 true 	0.641											
AVM	Break 	15	25	1	 true 	0.820											
AVM	Break 	16	25	1	 true 	0.267											
AVM	Break 	17	25	1	 true 	0.856											
AVM	Break 	18	25	1	 true 	0.221											
AVM	Break 	19	25	1	 true 	0.665											
AVM	Break 	20	25	1	 true 	0.532											
AVM	Break 	21	25	1	 true 	0.778											
AVM	Break 	22	25	1	 true 	0.589											
AVM	Break 	23	25	1	 true 	0.173											
AVM	Break 	24	25	1	 true 	0.459											
AVM	Break 	25	25	1	 true 	0.411											
AVM	Break 	26	25	1	 true 	0.422											
AVM	Break 	27	25	1	 true 	0.862											
AVM	Break 	28	25	1	 true 	0.369											
AVM	Break 	29	25	1	 true 	0.449											
AVM	Break 	30	25	1	 true 	0.683											
AVM	Break 	31	25	1	 true 	0.326											
AVM	Break 	32	25	1	 true 	0.107											
AVM	Break 	33	25	1	 true 	0.114											
AVM	Break 	34	25	1	 true 	0.346											
AVM	Break 	35	25	1	 true 	0.850											
AVM	Break 	36	25	1	 true 	0.410											
AVM	Break 	37	25	1	 true 	0.725											
AVM	Break 	38	25	1	 true 	0.703											
AVM	Break 	39	25	1	 true 	0.155											
AVM	Break 	40	25	1	 true 	0.278											
AVM	Break 	41	25	1	 true 	0.378											
AVM	Break 	42	25	1	 true 	0.838											
AVM	Break 	43	25	1	 true 	0.674											
AVM	Break 	44	25	1	 true 	0.724											
AVM	Break 	45	25	1	 true 	0.720											
AVM	Break 	46	25	1	 true 	0.644											
AVM	Break 	47	25	1	 true 	0.490											
AVM	Break 	48	25	1	 true 	0.630											
AVM	Break 	49	25	1	 true 	0.168											
AVM	Break 	50	25	1	 true 	0.452											
AVM	Break 	51	25	1	 true 	0.245											
AVM	Break 	52	25	1	 true 	0.403											
AVM	Break 	53	25	1	 true 	0.107											
AVM	Break 	54	25	1	 true 	0.560											
AVM	Break 	55	25	1	 true 	0.670											
AVM	Break 	56	25	1	 true 	0.516											
AVM	Break 	57	25	1	 true 	0.531											
AVM	Break 	58	25	1	 true 	0.261											
AVM	Break 	59	25	1	 true 	0.534											
AVM	Break 	60	25	1	 true 	0.848											
AVM	Break 	61	25	1	 true 	0.261											
AVM	Break 	62	25	1	 true 	0.768											
AVM	Break 	63	25	1	 true 	0.320											
AVM	Break 	64	25	1	 true 	0.579											
AVM	Break 	65	25	1	 true 	0.316											
AVM	Break 	66	25	1	 true 	0.093											
AVM	Break 	67	25	1	 true 	0.580											
AVM	Break 	68	25	1	 true 	0.088											
AVM	Break 	69	25	1	 true 	0.846											
AVM	Break 	70	25	1	 true 	0.598											
AVM	Break 	71	25	1	 true 	0.497											
AVM	Break 	72	25	1	 true 	0.139											
AVM	Break 	73	25	1	 true 	0.257											
AVM	Break 	74	25	1	 true 	0.527											
AVM	Break 	75	25	1	 true 	0.735											
AVM	Break 	76	25	1	 true 	0.092											
AVM	Break 	77	25	1	 true 	0.388											
AVM	Break 	78	25	1	 true 	0.126											
AVM	Break 	79	25	1	 true 	0.882											
AVM	Break 	80	25	1	 true 	0.130											
AVM	Break 	81	25	1	 true 	0.106											
AVM	Break 	82	25	1	 true 	0.410											
AVM	Break 	83	25	1	 true 	0.376											
AVM	Break 	84	25	1	 true 	0.706											
AVM	Break 	85	25	1	 true 	0.831											
AVM	Break 	86	25	1	 true 	0.418											
AVM	Break 	87	25	1	 true 	0.556											
AVM	Break 	88	25	1	 true 	0.834											
AVM	Break 	89	25	1	 true 	0.164											
AVM	Break 	90	25	1	 true 	0.148											
AVM	Break 	91	25	1	 true 	0.755											
AVM	Break 	92	25	1	 true 	0.500											
AVM	Break 	93	25	1	 true 	0.438											
AVM	Break 	94	25	1	 true 	0.777											
AVM	Break 	95	25	1	 true 	0.155											
AVM	Break 	96	25	1	 true 	0.095											
AVM	Break 	97	25	1	 true 	0.797											
AVM	Break 	98	25	1	 true 	0.338											
AVM	Break 	99	25	1	 true 	0.433											
AVM	Break 	0	26	1	 true 	0.869											
AVM	Break 	1	26	1	 true 	0.638											
AVM	Break 	2	26	1	 true 	0.152											
AVM	Break 	3	26	1	 true 	0.233											
AVM	Break 	4	26	1	 true 	0.720											
AVM	Break 	5	26	1	 true 	0.368											
AVM	Break 	6	26	1	 true 	0.237											
AVM	Break 	7	26	1	 true 	0.110											
AVM	Break 	8	26	1	 true 	0.628											
AVM	Break 	9	26	1	 true 	0.863											
AVM	Break 	10	26	1	 true 	0.728											
AVM	Break 	11	26	1	 true 	0.600											
AVM	Break 	12	26	1	 true 	0.497											
AVM	Break 	13	26	1	 true 	0.729											
AVM	Break 	14	26	1	 true 	0.499											
AVM	Break 	15	26	1	 true 	0.546											
AVM	Break 	16	26	1	 true 	0.177											
AVM	Break 	17	26	1	 true 	0.213											
AVM	Break 	18	26	1	 true 	0.494											
AVM	Break 	19	26	1	 true 	0.768											
AVM	Break 	20	26	1	 true 	0.233											
AVM	Break 	21	26	1	 true 	0.594											
AVM	Break 	22	26	1	 true 	0.113											
AVM	Break 	23	26	1	 true 	0.196											
AVM	Break 	24	26	1	 true 	0.465											
AVM	Break 	25	26	1	 true 	0.275											
AVM	Break 	26	26	1	 true 	0.153											
AVM	Break 	27	26	1	 true 	0.664											
AVM	Break 	28	26	1	 true 	0.423											
AVM	Break 	29	26	1	 true 	0.127											
AVM	Break 	30	26	1	 true 	0.291											
AVM	Break 	31	26	1	 true 	0.681											
AVM	Break 	32	26	1	 true 	0.708											
AVM	Break 	33	26	1	 true 	0.530											
AVM	Break 	34	26	1	 true 	0.186											
AVM	Break 	35	26	1	 true 	0.827											
AVM	Break 	36	26	1	 true 	0.386											
AVM	Break 	37	26	1	 true 	0.324											
AVM	Break 	38	26	1	 true 	0.818											
AVM	Break 	39	26	1	 true 	0.689											
AVM	Break 	40	26	1	 true 	0.683											
AVM	Break 	41	26	1	 true 	0.761											
AVM	Break 	42	26	1	 true 	0.148											
AVM	Break 	43	26	1	 true 	0.207											
AVM	Break 	44	26	1	 true 	0.650											
AVM	Break 	45	26	1	 true 	0.871											
AVM	Break 	46	26	1	 true 	0.505											
AVM	Break 	47	26	1	 true 	0.284											
AVM	Break 	48	26	1	 true 	0.162											
AVM	Break 	49	26	1	 true 	0.235											
AVM	Break 	50	26	1	 true 	0.776											
AVM	Break 	51	26	1	 true 	0.411											
AVM	Break 	52	26	1	 true 	0.638											
AVM	Break 	53	26	1	 true 	0.288											
AVM	Break 	54	26	1	 true 	0.216											
AVM	Break 	55	26	1	 true 	0.693											
AVM	Break 	56	26	1	 true 	0.130											
AVM	Break 	57	26	1	 true 	0.373											
AVM	Break 	58	26	1	 true 	0.339											
AVM	Break 	59	26	1	 true 	0.127											
AVM	Break 	60	26	1	 true 	0.779											
AVM	Break 	61	26	1	 true 	0.218											
AVM	Break 	62	26	1	 true 	0.418											
AVM	Break 	63	26	1	 true 	0.436											
AVM	Break 	64	26	1	 true 	0.616											
AVM	Break 	65	26	1	 true 	0.267											
AVM	Break 	66	26	1	 true 	0.205											
AVM	Break 	67	26	1	 true 	0.208											
AVM	Break 	68	26	1	 true 	0.183											
AVM	Break 	69	26	1	 true 	0.715											
AVM	Break 	70	26	1	 true 	0.692											
AVM	Break 	71	26	1	 true 	0.213											
AVM	Break 	72	26	1	 true 	0.801											
AVM	Break 	73	26	1	 true 	0.291											
AVM	Break 	74	26	1	 true 	0.620											
AVM	Break 	75	26	1	 true 	0.189											
AVM	Break 	76	26	1	 true 	0.781											
AVM	Break 	77	26	1	 true 	0.411											
AVM	Break 	78	26	1	 true 	0.518											
AVM	Break 	79	26	1	 true 	0.494											
AVM	Break 	80	26	1	 true 	0.830											
AVM	Break 	81	26	1	 true 	0.643											
AVM	Break 	82	26	1	 true 	0.811											
AVM	Break 	83	26	1	 true 	0.297											
AVM	Break 	84	26	1	 true 	0.838											
AVM	Break 	85	26	1	 true 	0.582											
AVM	Break 	86	26	1	 true 	0.866											
AVM	Break 	87	26	1	 true 	0.696											
AVM	Break 	88	26	1	 true 	0.725											
AVM	Break 	89	26	1	 true 	0.536											
AVM	Break 	90	26	1	 true 	0.272											
AVM	Break 	91	26	1	 true 	0.648											
AVM	Break 	92	26	1	 true 	0.851											
AVM	Break 	93	26	1	 true 	0.098											
AVM	Break 	94	26	1	 true 	0.339											
AVM	Break 	95	26	1	 true 	0.887											
AVM	Break 	96	26	1	 true 	0.296											
AVM	Break 	97	26	1	 true 	0.228											
AVM	Break 	98	26	1	 true 	0.755											
AVM	Break 	99	26	1	 true 	0.767											
AVM	Break 	0	27	2	 true 	1.844											
AVM	Break 	1	27	2	 true 	2.204											
AVM	Break 	2	27	2	 true 	2.061											
AVM	Break 	3	27	2	 true 	1.909											
AVM	Break 	4	27	2	 true 	1.739											
AVM	Break 	5	27	2	 true 	2.223											
AVM	Break 	6	27	2	 true 	2.265											
AVM	Break 	7	27	2	 true 	2.207											
AVM	Break 	8	27	2	 true 	1.563											
AVM	Break 	9	27	2	 true 	1.605											
AVM	Break 	10	27	2	 true 	1.867											
AVM	Break 	11	27	2	 true 	2.233											
AVM	Break 	12	27	2	 true 	1.693											
AVM	Break 	13	27	2	 true 	1.598											
AVM	Break 	14	27	2	 true 	1.968											
AVM	Break 	15	27	2	 true 	2.061											
AVM	Break 	16	27	2	 true 	2.095											
AVM	Break 	17	27	2	 true 	1.921											
AVM	Break 	18	27	2	 true 	2.259											
AVM	Break 	19	27	2	 true 	1.649											
AVM	Break 	20	27	2	 true 	1.906											
AVM	Break 	21	27	2	 true 	1.968											
AVM	Break 	22	27	2	 true 	2.131											
AVM	Break 	23	27	2	 true 	1.621											
AVM	Break 	24	27	2	 true 	1.961											
AVM	Break 	25	27	2	 true 	2.138											
AVM	Break 	26	27	2	 true 	2.149											
AVM	Break 	27	27	2	 true 	1.756											
AVM	Break 	28	27	2	 true 	2.026											
AVM	Break 	29	27	2	 true 	1.899											
AVM	Break 	30	27	2	 true 	1.695											
AVM	Break 	31	27	2	 true 	1.691											
AVM	Break 	32	27	2	 true 	1.668											
AVM	Break 	33	27	2	 true 	1.592											
AVM	Break 	34	27	2	 true 	1.855											
AVM	Break 	35	27	2	 true 	1.893											
AVM	Break 	36	27	2	 true 	1.900											
AVM	Break 	37	27	2	 true 	1.998											
AVM	Break 	38	27	2	 true 	1.934											
AVM	Break 	39	27	2	 true 	2.247											
AVM	Break 	40	27	2	 true 	2.342											
AVM	Break 	41	27	2	 true 	2.088											
AVM	Break 	42	27	2	 true 	2.297											
AVM	Break 	43	27	2	 true 	1.940											
AVM	Break 	44	27	2	 true 	2.234											
AVM	Break 	45	27	2	 true 	2.149											
AVM	Break 	46	27	2	 true 	2.295											
AVM	Break 	47	27	2	 true 	1.884											
AVM	Break 	48	27	2	 true 	2.208											
AVM	Break 	49	27	2	 true 	1.679											
AVM	Break 	50	27	2	 true 	1.962											
AVM	Break 	51	27	2	 true 	2.329											
AVM	Break 	52	27	2	 true 	1.563											
AVM	Break 	53	27	2	 true 	1.607											
AVM	Break 	54	27	2	 true 	1.597											
AVM	Break 	55	27	2	 true 	1.693											
AVM	Break 	56	27	2	 true 	2.194											
AVM	Break 	57	27	2	 true 	1.763											
AVM	Break 	58	27	2	 true 	2.175											
AVM	Break 	59	27	2	 true 	2.022											
AVM	Break 	60	27	2	 true 	1.608											
AVM	Break 	61	27	2	 true 	2.327											
AVM	Break 	62	27	2	 true 	1.606											
AVM	Break 	63	27	2	 true 	1.640											
AVM	Break 	64	27	2	 true 	1.621											
AVM	Break 	65	27	2	 true 	2.230											
AVM	Break 	66	27	2	 true 	1.586											
AVM	Break 	67	27	2	 true 	2.077											
AVM	Break 	68	27	2	 true 	1.943											
AVM	Break 	69	27	2	 true 	1.918											
AVM	Break 	70	27	2	 true 	2.097											
AVM	Break 	71	27	2	 true 	1.842											
AVM	Break 	72	27	2	 true 	2.048											
AVM	Break 	73	27	2	 true 	1.724											
AVM	Break 	74	27	2	 true 	1.948											
AVM	Break 	75	27	2	 true 	2.077											
AVM	Break 	76	27	2	 true 	1.615											
AVM	Break 	77	27	2	 true 	2.311											
AVM	Break 	78	27	2	 true 	2.135											
AVM	Break 	79	27	2	 true 	1.779											
AVM	Break 	80	27	2	 true 	1.817											
AVM	Break 	81	27	2	 true 	2.120											
AVM	Break 	82	27	2	 true 	1.596											
AVM	Break 	83	27	2	 true 	1.693											
AVM	Break 	84	27	2	 true 	1.797											
AVM	Break 	85	27	2	 true 	2.344											
AVM	Break 	86	27	2	 true 	2.346											
AVM	Break 	87	27	2	 true 	1.800											
AVM	Break 	88	27	2	 true 	2.063											
AVM	Break 	89	27	2	 true 	1.999											
AVM	Break 	90	27	2	 true 	2.145											
AVM	Break 	91	27	2	 true 	2.247											
AVM	Break 	92	27	2	 true 	2.193											
AVM	Break 	93	27	2	 true 	1.559											
AVM	Break 	94	27	2	 true 	2.156											
AVM	Break 	95	27	2	 true 	1.998											
AVM	Break 	96	27	2	 true 	1.783											
AVM	Break 	97	27	2	 true 	2.081											
AVM	Break 	98	27	2	 true 	1.819											
AVM	Break 	99	27	2	 true 	2.314											
AVM	Break 	0	28	1	 true 	1.056											
AVM	Break 	1	28	1	 true 	1.115											
AVM	Break 	2	28	1	 true 	0.679											
AVM	Break 	3	28	1	 true 	1.030											
AVM	Break 	4	28	1	 true 	0.920											
AVM	Break 	5	28	1	 true 	0.574											
AVM	Break 	6	28	1	 true 	0.627											
AVM	Break 	7	28	1	 true 	0.872											
AVM	Break 	8	28	1	 true 	0.351											
AVM	Break 	9	28	1	 true 	0.400											
AVM	Break 	10	28	1	 true 	0.965											
AVM	Break 	11	28	1	 true 	0.532											
AVM	Break 	12	28	1	 true 	1.009											
AVM	Break 	13	28	1	 true 	0.980											
AVM	Break 	14	28	1	 true 	0.708											
AVM	Break 	15	28	1	 true 	0.325											
AVM	Break 	16	28	1	 true 	0.769											
AVM	Break 	17	28	1	 true 	0.412											
AVM	Break 	18	28	1	 true 	0.894											
AVM	Break 	19	28	1	 true 	0.944											
AVM	Break 	20	28	1	 true 	0.368											
AVM	Break 	21	28	1	 true 	0.545											
AVM	Break 	22	28	1	 true 	1.033											
AVM	Break 	23	28	1	 true 	1.012											
AVM	Break 	24	28	1	 true 	1.067											
AVM	Break 	25	28	1	 true 	0.363											
AVM	Break 	26	28	1	 true 	1.108											
AVM	Break 	27	28	1	 true 	0.772											
AVM	Break 	28	28	1	 true 	0.724											
AVM	Break 	29	28	1	 true 	0.430											
AVM	Break 	30	28	1	 true 	0.645											
AVM	Break 	31	28	1	 true 	0.756											
AVM	Break 	32	28	1	 true 	0.909											
AVM	Break 	33	28	1	 true 	0.511											
AVM	Break 	34	28	1	 true 	1.044											
AVM	Break 	35	28	1	 true 	1.100											
AVM	Break 	36	28	1	 true 	0.661											
AVM	Break 	37	28	1	 true 	0.815											
AVM	Break 	38	28	1	 true 	0.775											
AVM	Break 	39	28	1	 true 	0.381											
AVM	Break 	40	28	1	 true 	0.759											
AVM	Break 	41	28	1	 true 	0.875											
AVM	Break 	42	28	1	 true 	0.707											
AVM	Break 	43	28	1	 true 	1.100											
AVM	Break 	44	28	1	 true 	0.661											
AVM	Break 	45	28	1	 true 	0.700											
AVM	Break 	46	28	1	 true 	1.048											
AVM	Break 	47	28	1	 true 	0.511											
AVM	Break 	48	28	1	 true 	0.816											
AVM	Break 	49	28	1	 true 	0.381											
AVM	Break 	50	28	1	 true 	0.987											
AVM	Break 	51	28	1	 true 	0.746											
AVM	Break 	52	28	1	 true 	1.110											
AVM	Break 	53	28	1	 true 	0.591											
AVM	Break 	54	28	1	 true 	0.417											
AVM	Break 	55	28	1	 true 	0.665											
AVM	Break 	56	28	1	 true 	0.632											
AVM	Break 	57	28	1	 true 	1.044											
AVM	Break 	58	28	1	 true 	0.377											
AVM	Break 	59	28	1	 true 	0.363											
AVM	Break 	60	28	1	 true 	0.493											
AVM	Break 	61	28	1	 true 	0.710											
AVM	Break 	62	28	1	 true 	0.839											
AVM	Break 	63	28	1	 true 	0.714											
AVM	Break 	64	28	1	 true 	0.859											
AVM	Break 	65	28	1	 true 	0.738											
AVM	Break 	66	28	1	 true 	0.906											
AVM	Break 	67	28	1	 true 	0.657											
AVM	Break 	68	28	1	 true 	0.994											
AVM	Break 	69	28	1	 true 	0.962											
AVM	Break 	70	28	1	 true 	0.519											
AVM	Break 	71	28	1	 true 	0.434											
AVM	Break 	72	28	1	 true 	0.958											
AVM	Break 	73	28	1	 true 	1.036											
AVM	Break 	74	28	1	 true 	0.649											
AVM	Break 	75	28	1	 true 	0.457											
AVM	Break 	76	28	1	 true 	0.877											
AVM	Break 	77	28	1	 true 	0.658											
AVM	Break 	78	28	1	 true 	0.819											
AVM	Break 	79	28	1	 true 	0.485											
AVM	Break 	80	28	1	 true 	0.432											
AVM	Break 	81	28	1	 true 	0.501											
AVM	Break 	82	28	1	 true 	0.321											
AVM	Break 	83	28	1	 true 	0.730											
AVM	Break 	84	28	1	 true 	0.578											
AVM	Break 	85	28	1	 true 	0.943											
AVM	Break 	86	28	1	 true 	0.508											
AVM	Break 	87	28	1	 true 	0.357											
AVM	Break 	88	28	1	 true 	0.718											
AVM	Break 	89	28	1	 true 	0.515											
AVM	Break 	90	28	1	 true 	0.720											
AVM	Break 	91	28	1	 true 	0.769											
AVM	Break 	92	28	1	 true 	0.344											
AVM	Break 	93	28	1	 true 	0.791											
AVM	Break 	94	28	1	 true 	1.045											
AVM	Break 	95	28	1	 true 	0.941											
AVM	Break 	96	28	1	 true 	0.529											
AVM	Break 	97	28	1	 true 	0.356											
AVM	Break 	98	28	1	 true 	1.093											
AVM	Break 	99	28	1	 true 	0.363											
AVM	Break 	0	29	1	 true 	0.854											
AVM	Break 	1	29	1	 true 	1.046											
AVM	Break 	2	29	1	 true 	1.030											
AVM	Break 	3	29	1	 true 	1.107											
AVM	Break 	4	29	1	 true 	1.057											
AVM	Break 	5	29	1	 true 	0.820											
AVM	Break 	6	29	1	 true 	1.040											
AVM	Break 	7	29	1	 true 	0.513											
AVM	Break 	8	29	1	 true 	0.770											
AVM	Break 	9	29	1	 true 	0.665											
AVM	Break 	10	29	1	 true 	0.742											
AVM	Break 	11	29	1	 true 	0.717											
AVM	Break 	12	29	1	 true 	0.724											
AVM	Break 	13	29	1	 true 	0.658											
AVM	Break 	14	29	1	 true 	1.026											
AVM	Break 	15	29	1	 true 	0.585											
AVM	Break 	16	29	1	 true 	0.498											
AVM	Break 	17	29	1	 true 	0.903											
AVM	Break 	18	29	1	 true 	0.693											
AVM	Break 	19	29	1	 true 	0.604											
AVM	Break 	20	29	1	 true 	0.499											
AVM	Break 	21	29	1	 true 	0.678											
AVM	Break 	22	29	1	 true 	0.880											
AVM	Break 	23	29	1	 true 	0.871											
AVM	Break 	24	29	1	 true 	1.213											
AVM	Break 	25	29	1	 true 	0.724											
AVM	Break 	26	29	1	 true 	0.969											
AVM	Break 	27	29	1	 true 	0.960											
AVM	Break 	28	29	1	 true 	0.571											
AVM	Break 	29	29	1	 true 	1.161											
AVM	Break 	30	29	1	 true 	0.968											
AVM	Break 	31	29	1	 true 	0.741											
AVM	Break 	32	29	1	 true 	0.650											
AVM	Break 	33	29	1	 true 	0.776											
AVM	Break 	34	29	1	 true 	0.627											
AVM	Break 	35	29	1	 true 	0.557											
AVM	Break 	36	29	1	 true 	1.170											
AVM	Break 	37	29	1	 true 	0.935											
AVM	Break 	38	29	1	 true 	0.572											
AVM	Break 	39	29	1	 true 	0.535											
AVM	Break 	40	29	1	 true 	0.808											
