Algo	Type	runs	id	iterations	Found	time
AVM	Break 	11	3	25	 true 	79.129
AVM	Break 	12	3	25	 true 	80.865
AVM	Break 	13	3	25	 true 	77.751
AVM	Break 	14	3	29	 true 	80.678
AVM	Break 	15	3	32	 true 	79.137
AVM	Break 	16	3	29	 true 	79.284
AVM	Break 	17	3	29	 true 	79.935
AVM	Break 	18	3	22	 true 	80.391
AVM	Break 	19	3	29	 true 	79.644
AVM	Break 	20	3	25	 true 	77.640
AVM	Break 	21	3	22	 true 	79.330
AVM	Break 	22	3	28	 true 	81.948
AVM	Break 	23	3	23	 true 	80.585
AVM	Break 	24	3	22	 true 	77.546
AVM	Break 	25	3	26	 true 	79.305
AVM	Break 	26	3	30	 true 	81.023
AVM	Break 	27	3	29	 true 	80.916
AVM	Break 	28	3	32	 true 	80.505
AVM	Break 	29	3	22	 true 	81.939
AVM	Break 	30	3	24	 true 	78.288
AVM	Break 	31	3	30	 true 	77.338
AVM	Break 	32	3	23	 true 	81.776
AVM	Break 	33	3	27	 true 	79.475
AVM	Break 	34	3	27	 true 	78.505
AVM	Break 	35	3	31	 true 	79.972
AVM	Break 	36	3	30	 true 	80.531
AVM	Break 	37	3	31	 true 	79.444
AVM	Break 	38	3	29	 true 	81.241
AVM	Break 	39	3	30	 true 	79.612
AVM	Break 	40	3	29	 true 	78.837
AVM	Break 	41	3	29	 true 	78.748
AVM	Break 	42	3	31	 true 	77.419
AVM	Break 	43	3	25	 true 	78.645
AVM	Break 	44	3	27	 true 	80.432
AVM	Break 	45	3	31	 true 	79.671
AVM	Break 	46	3	24	 true 	80.407
AVM	Break 	47	3	26	 true 	77.153
AVM	Break 	48	3	31	 true 	78.158
AVM	Break 	49	3	24	 true 	77.253
AVM	Break 	50	3	31	 true 	79.683
AVM	Break 	51	3	28	 true 	79.331
AVM	Break 	52	3	27	 true 	81.228
AVM	Break 	53	3	22	 true 	79.744
AVM	Break 	54	3	28	 true 	78.350
AVM	Break 	55	3	29	 true 	78.369
AVM	Break 	56	3	29	 true 	80.548
AVM	Break 	57	3	29	 true 	81.713
AVM	Break 	58	3	26	 true 	77.515
AVM	Break 	59	3	28	 true 	81.472
AVM	Break 	60	3	24	 true 	79.851
AVM	Break 	61	3	23	 true 	79.073
AVM	Break 	62	3	27	 true 	79.591
AVM	Break 	63	3	23	 true 	80.202
AVM	Break 	64	3	26	 true 	81.903
AVM	Break 	65	3	29	 true 	78.019
AVM	Break 	66	3	27	 true 	80.475
AVM	Break 	67	3	22	 true 	81.664
AVM	Break 	68	3	31	 true 	80.038
AVM	Break 	69	3	22	 true 	79.992
AVM	Break 	70	3	24	 true 	78.116
AVM	Break 	71	3	25	 true 	78.455
AVM	Break 	72	3	27	 true 	77.376
AVM	Break 	73	3	28	 true 	78.435
AVM	Break 	74	3	28	 true 	81.867
AVM	Break 	75	3	25	 true 	79.842
AVM	Break 	76	3	24	 true 	80.700
AVM	Break 	77	3	32	 true 	80.270
AVM	Break 	78	3	22	 true 	80.156
AVM	Break 	79	3	23	 true 	77.190
AVM	Break 	80	3	32	 true 	80.117
AVM	Break 	81	3	28	 true 	81.839
AVM	Break 	82	3	25	 true 	78.898
AVM	Break 	83	3	27	 true 	78.086
AVM	Break 	84	3	32	 true 	81.433
AVM	Break 	85	3	24	 true 	81.527
AVM	Break 	86	3	29	 true 	77.545
AVM	Break 	87	3	31	 true 	79.877
AVM	Break 	88	3	32	 true 	79.214
AVM	Break 	89	3	22	 true 	79.448
AVM	Break 	90	3	28	 true 	79.427
AVM	Break 	91	3	28	 true 	78.085
AVM	Break 	92	3	28	 true 	79.696
AVM	Break 	93	3	29	 true 	77.185
AVM	Break 	94	3	29	 true 	78.339
AVM	Break 	95	3	26	 true 	81.526
AVM	Break 	96	3	25	 true 	81.119
AVM	Break 	97	3	25	 true 	78.943
AVM	Break 	98	3	28	 true 	80.732
AVM	Break 	99	3	28	 true 	77.299
AVM	Break 	0	4	38	 true 	114.668
AVM	Break 	1	4	45	 true 	118.913
AVM	Break 	2	4	35	 true 	116.393
AVM	Break 	3	4	59	 true 	116.477
AVM	Break 	4	4	39	 true 	116.608
AVM	Break 	5	4	32	 true 	117.984
AVM	Break 	6	4	44	 true 	116.198
AVM	Break 	7	4	32	 true 	115.008
AVM	Break 	8	4	33	 true 	116.883
AVM	Break 	9	4	43	 true 	115.668
AVM	Break 	10	4	39	 true 	114.574
AVM	Break 	11	4	58	 true 	116.869
AVM	Break 	12	4	41	 true 	114.663
AVM	Break 	13	4	57	 true 	115.770
AVM	Break 	14	4	32	 true 	117.460
AVM	Break 	15	4	33	 true 	117.878
AVM	Break 	16	4	54	 true 	118.193
AVM	Break 	17	4	58	 true 	117.378
AVM	Break 	18	4	59	 true 	115.452
AVM	Break 	19	4	55	 true 	118.976
AVM	Break 	20	4	39	 true 	114.246
AVM	Break 	21	4	51	 true 	117.971
AVM	Break 	22	4	51	 true 	116.714
AVM	Break 	23	4	49	 true 	117.982
AVM	Break 	24	4	41	 true 	116.558
AVM	Break 	25	4	42	 true 	115.174
AVM	Break 	26	4	32	 true 	115.500
AVM	Break 	27	4	44	 true 	117.470
AVM	Break 	28	4	46	 true 	116.592
AVM	Break 	29	4	43	 true 	118.170
AVM	Break 	30	4	57	 true 	115.720
AVM	Break 	31	4	45	 true 	116.183
AVM	Break 	32	4	34	 true 	117.054
AVM	Break 	33	4	55	 true 	116.302
AVM	Break 	34	4	32	 true 	116.734
AVM	Break 	35	4	44	 true 	118.127
AVM	Break 	36	4	58	 true 	115.383
AVM	Break 	37	4	33	 true 	116.120
AVM	Break 	38	4	47	 true 	118.516
AVM	Break 	39	4	46	 true 	114.744
AVM	Break 	40	4	34	 true 	118.053
AVM	Break 	41	4	47	 true 	114.261
AVM	Break 	42	4	53	 true 	115.101
AVM	Break 	43	4	40	 true 	114.698
AVM	Break 	44	4	53	 true 	115.379
AVM	Break 	45	4	40	 true 	115.843
AVM	Break 	46	4	44	 true 	116.518
AVM	Break 	47	4	52	 true 	117.932
AVM	Break 	48	4	59	 true 	114.912
AVM	Break 	49	4	59	 true 	117.088
AVM	Break 	50	4	42	 true 	115.508
AVM	Break 	51	4	44	 true 	115.037
AVM	Break 	52	4	48	 true 	119.072
AVM	Break 	53	4	44	 true 	115.825
AVM	Break 	54	4	56	 true 	115.026
AVM	Break 	55	4	48	 true 	116.333
AVM	Break 	56	4	59	 true 	115.444
AVM	Break 	57	4	38	 true 	115.072
AVM	Break 	58	4	44	 true 	116.716
